id,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,SIU_INGroup,informational_use,SIU_1,SIU_2,SIU_3,entertainment_use,OEP_1,political_efficacy,OEP_2,OEP_3,OEP_4_Data,OEP_4,OFEP_1,OFEP_2,OFEP_3,OFEP_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party
661,2,"1, 2, 4, 5",1,1,0,1,1,0,3,"1, 2, 3, 4",4,4,4,3,5,4,2,3,5,3,3,1,1,0,0,,0,24,8,4,1,1,3,10,1,1
662,2,5,0,0,0,0,1,0,3,3,1,4,5,4,4,4,4,4,3,1,2,1,0,0,0,1,0,27,10,5,5,2,3,10,1,1
663,1,"3, 4",0,0,1,1,0,0,3,3,1,4,4,3,5,4,5,5,4,4,3,1,0,0,0,,0,31,10,4,5,2,3,10,3,2
664,3,"1, 4, 5, 6",1,0,0,1,1,1,4,"1, 2, 3, 4",4,4,4,1,5,5,4,2,3,2,1,1,1,0,0,1,0,23,1,4,1,1,3,1,1,1
665,3,"1, 2, 5, 6",1,1,0,0,1,1,4,"1, 2, 3, 4",4,5,5,4,5,4,4,5,4,5,3,1,1,1,0,1,0,22,8,4,4,2,1,10,1,4
666,2,1,1,0,0,0,0,0,3,2,1,5,5,1,4,1,5,4,4,1,2,1,1,0,0,0,0,30,10,4,5,2,4,10,3,2
667,3,1,1,0,0,0,0,0,1,2,1,5,4,3,4,3,2,3,4,5,2,1,0,0,0,1,0,21,7,4,1,1,4,7,4,1
668,3,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,3,"1, 2, 3, 4",4,4,5,4,4,5,5,4,4,5,1,1,1,0,0,0,1,24,10,4,7,3,1,10,1,1
669,3,"1, 2, 4, 5",1,1,0,1,1,0,2,"1, 2",2,5,5,3,5,4,4,4,4,4,1,1,1,0,0,0,0,26,10,4,5,2,1,10,1,1
670,2,"1, 2",1,1,0,0,0,0,4,"1, 4",2,5,5,3,5,3,5,4,5,5,3,1,1,0,0,0,1,63,11,4,4,4,1,13,1,1
671,2,"1, 2, 3, 4, 5",1,1,1,1,1,0,1,2,1,3,5,3,5,3,4,5,5,1,2,1,1,0,0,,0,27,10,4,5,2,4,10,3,2
672,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,3,"1, 2, 3, 4",4,5,5,4,5,5,5,4,3,4,1,1,0,0,0,1,0,30,8,4,5,2,4,8,3,1
673,2,"1, 3, 4, 6",1,0,1,1,0,1,1,"1, 2, 3",3,5,4,4,5,2,2,4,4,5,2,1,0,0,0,0,0,21,8,3,1,1,1,8,1,1
674,3,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,3,"1, 2, 3, 4",4,5,4,4,5,5,4,4,4,4,1,1,1,1,0,0,1,28,10,4,7,1,4,10,1,1
675,1,2,0,1,0,0,0,0,1,1,1,5,4,4,5,4,2,4,4,4,1,1,1,0,0,0,0,47,10,6,5,2,1,7,1,1
676,2,"1, 2, 4, 5",1,1,0,1,1,0,2,"1, 2, 3",3,4,4,1,5,1,4,4,4,4,"1, 3, 2",3,1,1,0,0,0,30,9,5,5,2,4,9,3,1
677,2,1,1,0,0,0,0,0,4,4,1,5,4,4,5,4,4,4,5,3,3,1,1,0,0,1,1,30,9,4,3,1,2,15,1,4
678,3,"1, 2, 3, 4",1,1,1,1,0,0,4,"1, 2, 4",3,5,5,4,5,4,5,5,5,5,2,1,1,0,0,,1,28,10,4,4,2,3,10,1,1
679,2,"1, 2, 5",1,1,0,0,1,0,2,"1, 2, 3, 4",4,3,5,1,4,2,1,1,1,1,2,1,0,0,0,0,0,38,13,4,4,4,1,13,1,1
680,2,"1, 5, 6",1,0,0,0,1,1,2,"1, 2, 3, 4",4,4,2,1,4,5,3,3,4,2,1,1,1,0,1,0,0,18,8,4,1,1,3,10,1,1
681,3,6,0,0,0,0,0,1,3,"1, 3",2,3,4,3,4,4,4,3,2,3,1,1,0,0,0,0,1,36,10,4,5,1,3,10,1,4
682,2,"1, 2, 5",1,1,0,0,1,0,1,"1, 2, 3, 4",4,5,5,1,3,3,3,1,3,1,2,1,1,0,0,0,0,24,8,4,7,3,3,8,1,1
683,2,"1, 2, 4",1,1,0,1,0,0,3,"1, 2",2,5,5,4,5,4,5,4,4,4,1,1,1,0,0,,0,22,8,0,1,1,1,8,3,1
684,3,"1, 2, 6",1,1,0,0,0,1,2,"2, 3",2,2,4,1,1,5,1,1,1,1,2,1,1,0,0,0,0,30,8,5,5,2,4,8,3,1
685,3,"1, 2, 3, 4, 5",1,1,1,1,1,0,1,"1, 2, 3, 4",4,5,5,5,5,4,5,4,5,5,3,1,1,1,1,1,1,44,10,4,4,3,1,10,1,1
686,1,2,0,1,0,0,0,0,1,2,1,3,5,5,5,3,2,5,5,5,1,1,0,0,0,1,1,52,9,5,5,2,2,9,1,1
687,3,"1, 2, 5",1,1,0,0,1,0,2,2,1,3,5,1,5,1,1,1,4,1,2,1,1,0,0,0,0,50,9,6,5,2,1,13,1,1
688,2,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,3,"1, 2, 3, 4",4,5,5,5,5,4,3,4,5,5,2,1,1,0,0,,1,28,10,4,4,3,3,10,1,1
689,2,"1, 4, 5, 6",1,0,0,1,1,1,2,"2, 3, 4",3,4,4,3,3,5,5,3,3,3,2,1,0,0,0,1,0,23,13,4,1,1,1,10,1,1
690,1,2,0,1,0,0,0,0,2,1,1,4,5,4,4,2,4,4,4,3,1,1,0,0,0,0,0,47,10,6,5,2,1,7,2,1
691,2,"1, 2",1,1,0,0,0,0,1,3,1,5,5,2,4,2,3,2,5,3,3,1,1,0,0,0,0,25,10,4,7,2,4,10,3,1
692,3,"1, 2, 4",1,1,0,1,0,0,2,"1, 2, 3, 4",4,5,5,4,5,4,5,5,4,5,1,1,1,1,0,,1,22,11,4,1,1,3,11,1,1
693,2,"1, 2, 6",1,1,0,0,0,1,3,"1, 2, 3, 4",4,5,3,2,3,3,4,2,3,2,1,1,1,0,0,,0,28,10,4,4,2,1,10,1,1
694,1,"1, 2",1,1,0,0,0,0,1,2,1,4,5,5,5,4,4,3,4,3,1,1,1,0,0,1,0,42,8,6,5,2,3,8,1,1
695,1,"1, 2, 5, 6",1,1,0,0,1,1,3,"2, 3",2,4,5,2,4,4,2,2,4,4,"1, 3",2,1,1,0,,0,24,10,4,1,1,1,10,1,1
696,3,"1, 2, 4, 5, 6",1,1,0,1,1,1,2,"1, 2, 3, 4",4,4,4,1,2,4,2,4,4,4,2,1,0,0,0,1,1,35,10,1,2,1,1,10,1,1
697,2,"1, 2, 4, 6",1,1,0,1,0,1,3,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,1,1,1,0,0,1,0,29,10,4,2,2,1,10,,1
698,3,1,1,0,0,0,0,0,3,2,1,5,4,4,5,4,4,4,5,5,1,1,0,0,0,0,0,32,8,5,5,2,1,13,1,1
